# continuous GPU adapter memory counters + nvidia-smi, every 10 s, started 2026-09-05T15:12:32Z; columns: utc | adapter ded/shr/com MB (adapters over 100 MB) || nvidia-smi index,used,total
15:12:32 | 3c6c_phys_0 ded=20797 shr=86 com=20883 | 4ca2_phys_0 ded=23364 shr=1818 com=25182 | 5c7c_phys_0 ded=1922 shr=1530 com=5959 || 0, 20792 MiB; 1, 23356 MiB
16:09:52 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:10:03 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:10:14 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:10:25 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:10:36 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:10:47 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:10:58 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:11:10 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:11:21 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:11:32 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:11:43 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:11:55 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:12:06 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1231 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:12:17 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1231 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:12:28 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:12:39 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:12:50 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:13:01 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:13:12 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:13:23 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:13:34 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:13:47 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:13:58 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:14:09 | 3c6c_phys_0 ded=23371 shr=358 com=23729 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:14:20 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 0 MiB; 1, 0 MiB
16:14:32 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 0 MiB; 1, 0 MiB
16:14:43 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 0 MiB; 1, 0 MiB
16:14:54 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 0 MiB; 1, 0 MiB
16:15:05 | 5c7c_phys_0 ded=1943 shr=1231 com=5954 || 0, 0 MiB; 1, 0 MiB
16:15:17 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 0 MiB; 1, 0 MiB
16:15:28 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 0 MiB; 1, 0 MiB
16:15:39 | 3c6c_phys_0 ded=15288 shr=86 com=15375 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 15284 MiB; 1, 0 MiB
16:15:50 | 3c6c_phys_0 ded=15288 shr=86 com=15375 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 15284 MiB; 1, 0 MiB
16:16:01 | 3c6c_phys_0 ded=15288 shr=86 com=15375 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 15284 MiB; 1, 0 MiB
16:16:12 | 3c6c_phys_0 ded=15288 shr=86 com=15375 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 15284 MiB; 1, 0 MiB
16:16:23 | 3c6c_phys_0 ded=15288 shr=86 com=15375 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 15284 MiB; 1, 0 MiB
16:16:34 | 3c6c_phys_0 ded=15288 shr=86 com=15375 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 15284 MiB; 1, 0 MiB
16:16:45 | 3c6c_phys_0 ded=15288 shr=86 com=15375 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 15284 MiB; 1, 0 MiB
16:16:57 | 3c6c_phys_0 ded=24136 shr=6174 com=30311 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 24120 MiB; 1, 0 MiB
16:17:08 | 3c6c_phys_0 ded=24136 shr=6174 com=30311 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 24120 MiB; 1, 0 MiB
16:17:19 | 3c6c_phys_0 ded=16248 shr=2922 com=19170 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 16238 MiB; 1, 0 MiB
16:17:30 | 3c6c_phys_0 ded=16248 shr=2922 com=19170 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 16238 MiB; 1, 0 MiB
16:17:41 | 3c6c_phys_0 ded=16752 shr=2798 com=19550 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 16742 MiB; 1, 0 MiB
16:17:53 | 3c6c_phys_0 ded=16880 shr=2670 com=19550 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 16870 MiB; 1, 0 MiB
16:18:04 | 3c6c_phys_0 ded=16943 shr=2606 com=19550 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 16934 MiB; 1, 0 MiB
16:18:15 | 3c6c_phys_0 ded=17071 shr=2478 com=19549 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 17062 MiB; 1, 0 MiB
16:18:26 | 3c6c_phys_0 ded=17177 shr=2372 com=19549 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 17168 MiB; 1, 0 MiB
16:18:37 | 3c6c_phys_0 ded=17241 shr=2308 com=19549 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 17244 MiB; 1, 0 MiB
16:18:48 | 3c6c_phys_0 ded=17682 shr=2142 com=19825 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 17674 MiB; 1, 0 MiB
16:19:00 | 3c6c_phys_0 ded=17940 shr=1886 com=19826 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 17932 MiB; 1, 0 MiB
16:19:12 | 3c6c_phys_0 ded=18088 shr=1738 com=19826 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 18080 MiB; 1, 0 MiB
16:19:23 | 3c6c_phys_0 ded=18513 shr=1508 com=20022 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 18506 MiB; 1, 0 MiB
16:19:34 | 3c6c_phys_0 ded=22205 shr=1168 com=23373 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22198 MiB; 1, 0 MiB
16:19:45 | 3c6c_phys_0 ded=22764 shr=874 com=23638 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22758 MiB; 1, 0 MiB
16:19:56 | 3c6c_phys_0 ded=23361 shr=278 com=23639 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23356 MiB; 1, 0 MiB
16:20:07 | 3c6c_phys_0 ded=23361 shr=278 com=23639 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23356 MiB; 1, 0 MiB
16:20:18 | 3c6c_phys_0 ded=23361 shr=278 com=23639 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23356 MiB; 1, 0 MiB
16:20:30 | 3c6c_phys_0 ded=23367 shr=278 com=23645 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23362 MiB; 1, 0 MiB
16:20:41 | 3c6c_phys_0 ded=23367 shr=278 com=23645 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23362 MiB; 1, 0 MiB
16:20:52 | 3c6c_phys_0 ded=23367 shr=278 com=23645 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23362 MiB; 1, 0 MiB
16:21:03 | 3c6c_phys_0 ded=23371 shr=278 com=23649 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:21:15 | 3c6c_phys_0 ded=23371 shr=278 com=23649 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:21:26 | 3c6c_phys_0 ded=23371 shr=278 com=23649 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:21:37 | 3c6c_phys_0 ded=23371 shr=278 com=23649 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23366 MiB; 1, 0 MiB
16:21:48 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:21:59 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:22:10 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:22:21 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:22:32 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:22:43 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:22:54 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:23:08 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:23:19 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:23:30 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:23:41 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:23:52 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:24:04 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:24:15 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:24:26 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:24:37 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:24:48 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:24:59 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:25:10 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:25:21 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:25:32 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:25:43 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:25:54 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:26:06 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:26:17 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1945 shr=1254 com=5962 || 0, 23386 MiB; 1, 0 MiB
16:26:28 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1945 shr=1254 com=5962 || 0, 23386 MiB; 1, 0 MiB
16:26:39 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1945 shr=1254 com=5962 || 0, 23386 MiB; 1, 0 MiB
16:26:50 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:27:01 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:27:12 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:27:23 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:27:34 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:27:46 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:27:57 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:28:08 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:28:19 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:28:30 | 3c6c_phys_0 ded=23391 shr=278 com=23669 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 23386 MiB; 1, 0 MiB
16:28:41 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 0 MiB; 1, 0 MiB
16:28:52 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 0 MiB; 1, 0 MiB
16:29:03 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 0 MiB; 1, 0 MiB
16:29:15 | 3c6c_phys_0 ded=15270 shr=86 com=15357 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 15266 MiB; 1, 0 MiB
16:29:26 | 3c6c_phys_0 ded=15270 shr=86 com=15357 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 15266 MiB; 1, 0 MiB
16:29:37 | 3c6c_phys_0 ded=15270 shr=86 com=15357 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 15266 MiB; 1, 0 MiB
16:29:48 | 3c6c_phys_0 ded=15270 shr=86 com=15357 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 15266 MiB; 1, 0 MiB
16:29:59 | 3c6c_phys_0 ded=15270 shr=86 com=15357 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 15266 MiB; 1, 0 MiB
16:30:10 | 3c6c_phys_0 ded=15270 shr=86 com=15357 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 15266 MiB; 1, 0 MiB
16:30:22 | 3c6c_phys_0 ded=15270 shr=86 com=15357 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 15266 MiB; 1, 0 MiB
16:30:33 | 3c6c_phys_0 ded=24136 shr=5124 com=29261 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 24122 MiB; 1, 0 MiB
16:30:44 | 3c6c_phys_0 ded=24136 shr=5124 com=29261 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 24122 MiB; 1, 0 MiB
16:30:55 | 3c6c_phys_0 ded=16604 shr=2040 com=18645 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 16596 MiB; 1, 0 MiB
16:31:06 | 3c6c_phys_0 ded=17954 shr=1976 com=19930 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 17946 MiB; 1, 0 MiB
16:31:18 | 3c6c_phys_0 ded=17112 shr=1912 com=19024 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 17104 MiB; 1, 0 MiB
16:31:30 | 3c6c_phys_0 ded=17240 shr=1784 com=19024 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 17232 MiB; 1, 0 MiB
16:31:41 | 3c6c_phys_0 ded=17368 shr=1656 com=19024 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 17360 MiB; 1, 0 MiB
16:31:52 | 3c6c_phys_0 ded=17541 shr=1482 com=19024 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 17534 MiB; 1, 0 MiB
16:32:03 | 3c6c_phys_0 ded=17647 shr=1376 com=19023 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 17640 MiB; 1, 0 MiB
16:32:14 | 3c6c_phys_0 ded=18091 shr=1206 com=19297 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 18084 MiB; 1, 0 MiB
16:32:25 | 3c6c_phys_0 ded=18370 shr=930 com=19300 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 18364 MiB; 1, 0 MiB
16:32:36 | 3c6c_phys_0 ded=18498 shr=802 com=19300 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 18492 MiB; 1, 0 MiB
16:32:47 | 3c6c_phys_0 ded=18572 shr=636 com=19208 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 18554 MiB; 1, 0 MiB
16:32:58 | 3c6c_phys_0 ded=19779 shr=508 com=20288 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 19774 MiB; 1, 0 MiB
16:33:09 | 3c6c_phys_0 ded=22793 shr=190 com=22983 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22788 MiB; 1, 0 MiB
16:33:21 | 3c6c_phys_0 ded=22799 shr=186 com=22985 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22794 MiB; 1, 0 MiB
16:33:32 | 3c6c_phys_0 ded=22898 shr=86 com=22985 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22894 MiB; 1, 0 MiB
16:33:43 | 3c6c_phys_0 ded=22898 shr=86 com=22985 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22894 MiB; 1, 0 MiB
16:33:54 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:34:05 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:34:16 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:34:27 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:34:38 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:34:49 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:35:00 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:35:11 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:35:23 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:35:34 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:35:45 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:35:56 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:36:07 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:36:18 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:36:29 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:36:40 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:36:51 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:37:02 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:37:13 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1943 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:37:25 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1949 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:37:36 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1949 shr=1251 com=5954 || 0, 22926 MiB; 1, 0 MiB
16:37:47 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1949 shr=1327 com=5955 || 0, 22926 MiB; 1, 0 MiB
16:37:58 | 3c6c_phys_0 ded=22930 shr=86 com=23017 | 5c7c_phys_0 ded=1949 shr=1327 com=5955 || 0, 22926 MiB; 1, 0 MiB
16:38:09 | 5c7c_phys_0 ded=1949 shr=1327 com=5955 || 0, 0 MiB; 1, 0 MiB
16:38:21 | 5c7c_phys_0 ded=1949 shr=1329 com=5955 || 0, 0 MiB; 1, 0 MiB
16:38:32 | 5c7c_phys_0 ded=1949 shr=1329 com=5955 || 0, 0 MiB; 1, 0 MiB
16:38:43 | 3c6c_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1949 shr=1329 com=5955 || 0, 15320 MiB; 1, 0 MiB
16:38:55 | 3c6c_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1949 shr=1329 com=5955 || 0, 15320 MiB; 1, 0 MiB
16:39:06 | 3c6c_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1949 shr=1329 com=5955 || 0, 15320 MiB; 1, 0 MiB
16:39:17 | 3c6c_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1949 shr=1329 com=5955 || 0, 15320 MiB; 1, 0 MiB
16:39:28 | 3c6c_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1949 shr=1329 com=5955 || 0, 15320 MiB; 1, 0 MiB
16:39:40 | 3c6c_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1949 shr=1329 com=5955 || 0, 15320 MiB; 1, 0 MiB
16:39:51 | 3c6c_phys_0 ded=15324 shr=86 com=15411 | 5c7c_phys_0 ded=1949 shr=1329 com=5955 || 0, 15320 MiB; 1, 0 MiB
16:40:02 | 3c6c_phys_0 ded=24136 shr=4026 com=28163 | 5c7c_phys_0 ded=1949 shr=1329 com=5955 || 0, 24124 MiB; 1, 0 MiB
16:40:13 | 3c6c_phys_0 ded=15416 shr=988 com=16405 | 5c7c_phys_0 ded=1949 shr=1329 com=5955 || 0, 15410 MiB; 1, 0 MiB
16:40:24 | 3c6c_phys_0 ded=15480 shr=924 com=16404 | 5c7c_phys_0 ded=1949 shr=1329 com=5955 || 0, 15474 MiB; 1, 0 MiB
16:40:35 | 3c6c_phys_0 ded=15890 shr=894 com=16784 | 5c7c_phys_0 ded=1949 shr=1253 com=5954 || 0, 15884 MiB; 1, 0 MiB
