# soak sampler started 03:52:14Z for 9 h
03:52:18 | 3c6c_phys_0 ded=4 shr=0 com=4 | 4ca2_phys_0 ded=4 shr=0 com=4 | 5c7c_phys_0 ded=1956 shr=1451 com=6042 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 0 MiB; 1, 0 MiB
07:26:30 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1886 shr=1286 com=5937 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:26:43 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1884 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:26:56 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1884 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:27:09 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1884 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:27:22 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1884 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:27:35 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1884 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:27:48 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1884 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:28:01 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1884 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:28:14 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1884 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:28:28 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1884 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:28:41 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1884 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:28:54 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1884 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:29:07 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1884 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:29:20 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1884 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:29:33 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1884 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:29:46 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1891 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:29:59 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:30:12 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:30:26 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:30:39 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:30:52 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:31:05 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:31:18 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:31:31 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:31:44 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:31:57 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:32:10 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:32:24 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:32:37 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:32:50 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:33:03 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:33:16 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:33:29 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:33:42 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:33:55 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:34:08 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:34:21 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:34:35 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:34:48 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:35:01 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1890 shr=1283 com=5965 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:35:14 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:35:27 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:35:40 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:35:53 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:36:06 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:36:19 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:36:33 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:36:46 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:36:59 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1263 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:37:12 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1263 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:37:25 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1263 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:37:38 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1263 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:37:51 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:38:04 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:38:17 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:38:31 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:38:44 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:38:57 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:39:10 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:39:23 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:39:36 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:39:49 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:40:02 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1852 shr=1283 com=5928 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:40:15 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:40:28 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:40:42 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1263 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:40:55 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:41:08 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:41:21 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:41:34 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:41:47 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:42:00 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:42:13 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:42:26 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:42:40 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:42:53 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:43:06 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:43:19 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:43:32 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:43:45 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:43:58 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:44:11 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:44:24 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:44:38 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:44:51 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:45:04 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:45:17 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:45:30 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:45:43 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:45:56 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:46:09 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:46:22 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:46:35 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:46:49 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:47:02 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:47:15 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:47:28 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:47:41 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:47:54 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:48:07 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:48:20 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
07:48:33 | 3c6c_phys_0 ded=23680 shr=96 com=23777 | 4ca2_phys_0 ded=4 shr=0 com=5 | 5c7c_phys_0 ded=1858 shr=1283 com=5927 | 7648_phys_0 ded=0 shr=0 com=40 || 0, 23676 MiB; 1, 0 MiB
